省份,市,区域,医院名,地理位置,电话
重庆省,丰都县,丰都县,丰都县江池镇卫生院,丰都县江池镇江洋村3组,
重庆省,丰都县,丰都县,丰都县暨龙镇卫生院,丰都县暨龙镇凤来社区,
重庆省,丰都县,丰都县,丰都县虎威镇卫生院,丰都县虎威镇大池村十二组,
重庆省,丰都县,丰都县,丰都县都督乡卫生院,丰都县都督乡三村一组,
重庆省,丰都县,丰都县,丰都县保合镇卫生院,丰都县保合镇何家场村居委,
重庆省,丰都县,丰都县,丰都县武平中心卫生院,丰都县武平镇殷家坝村,
重庆省,丰都县,丰都县,丰都县三元中心卫生院,丰都县三元镇滩山坝村4组,
重庆省,丰都县,丰都县,丰都县董家中心卫生院（一级甲等）,丰都县董家镇水巷子居委道志街11号,
重庆省,丰都县,丰都县,丰都县树人中心卫生院,丰都县树人镇文庙街35号,
重庆省,丰都县,丰都县,丰都县龙河中心卫生院（一级甲等）,丰都县龙河镇自强街158 号,
重庆省,丰都县,丰都县,名山街道社区卫生服务中心,丰都县名山街道双桂街43号、19号,
重庆省,丰都县,丰都县,三合街道社区卫生服务中心,丰都县三合街道平都大道西段241号,
重庆省,丰都县,丰都县,丰都县社坛中心卫生院,丰都县社坛镇曾家院子23号,
重庆省,丰都县,丰都县,丰都县包鸾中心卫生院,丰都县包鸾镇场上,
重庆省,丰都县,丰都县,丰都县高镇中心卫生院,丰都县高家镇文昌东路160号,
重庆省,丰都县,丰都县,丰都县仁爱医院,丰都县三合镇平都大道东段388号,
重庆省,丰都县,丰都县,丰都县江北医院,丰都县名山街道花园路140号,
重庆省,丰都县,丰都县,丰都县中山医院（二级乙等）,丰都县三合镇平都大道建行大厦裙楼,
重庆省,丰都县,丰都县,人口和计划生育生殖健康中心（一级）,丰都县商业二路20号,
重庆省,丰都县,丰都县,丰都县精神病医院,丰都县三合街道秀才路一号附一号,
重庆省,丰都县,丰都县,丰都县妇幼保健院（二级）,丰都县三合街道南天湖中路庙坡路98号,
重庆省,丰都县,丰都县,丰都县中医院（二级甲等）,丰都县三合街道平都大道东段198号,
重庆省,丰都县,丰都县,丰都县人民医院（二级甲等）,丰都县三合街道平都大道西段216号,
重庆省,忠县,忠县,忠县人民医院,忠县忠州镇健康路41号,
重庆省,忠县,忠县,忠县中医医院,忠县忠州镇果园路14号,
重庆省,忠县,忠县,北门路社区卫生服务中心,忠县忠州镇巴王路76号,
重庆省,忠县,忠县,白公路社区卫生服务中心,忠县忠州镇白公路16号附15号,
重庆省,酉阳自治县,酉阳自治县,酉阳县泔溪镇卫生院,酉阳县泔溪镇泔溪村3组,
重庆省,酉阳自治县,酉阳自治县,酉阳土家族苗族自治县腴地乡卫生院,酉阳土家族苗族自治县腴地乡下腴村9组,
重庆省,酉阳自治县,酉阳自治县,酉阳土家族苗族自治县两罾乡卫生院,酉阳县两罾乡金玉村2组,
重庆省,巴南区,巴南区,重庆市巴南区皮肤病医院防治院,重庆市巴南区龙洲湾街道百节社区百节街16号,
重庆省,巴南区,巴南区,重庆市巴南区疾病预防控制中心狂犬疫苗接种门诊,重庆市巴南区鱼洞街道新农街27号,
重庆省,巴南区,巴南区,重庆市巴南区丰盛镇卫生院,重庆市巴南区丰盛镇响水街43号,
重庆省,巴南区,巴南区,重庆市巴南区麻柳嘴镇卫生院,重庆市巴南区麻柳嘴镇文明路258号,
重庆省,巴南区,巴南区,重庆市巴南区双河口镇卫生院,重庆市巴南区双河口镇华山路132号,
重庆省,巴南区,巴南区,重庆市巴南区木洞镇中心卫生院,重庆市巴南区木洞镇大桥一路24号,
重庆省,巴南区,巴南区,重庆市巴南区二圣镇卫生院,重庆市巴南区二圣镇正街172号,
重庆省,巴南区,巴南区,重庆市巴南区天星寺镇卫生院,重庆市巴南区天星寺镇正街,
重庆省,巴南区,巴南区,重庆市巴南区姜家镇卫生院,重庆市巴南区姜家镇文庙街1号,
重庆省,巴南区,巴南区,重庆市巴南区石龙镇卫生院,重庆市巴南区石龙镇新区,
重庆省,巴南区,巴南区,重庆市巴南区石滩镇卫生院,重庆市巴南区石滩镇升平大道西侧,
重庆省,巴南区,巴南区,重庆市巴南区跳石镇卫生院,重庆市巴南区跳石镇街上,
重庆省,巴南区,巴南区,重庆市巴南区安澜镇卫生院,重庆市巴南区安澜镇,
重庆省,巴南区,巴南区,重庆市巴南区东温泉镇中心卫生院,重庆市巴南区东温泉镇金竹街141号,
重庆省,巴南区,巴南区,重庆市巴南区界石镇中心卫生院,重庆市巴南区界石镇海棠路22号,
重庆省,巴南区,巴南区,重庆市巴南区接龙镇中心卫生院,重庆市巴南区接龙镇花茶街,
重庆省,巴南区,巴南区,重庆市巴南区南泉街道社区卫生服务中心,重庆市巴南区,
重庆省,巴南区,巴南区,重庆市巴南区惠民街道社区卫生服务中心,重庆市巴南区惠民街道惠东路72号,
重庆省,巴南区,巴南区,重庆市巴南区南彭街道社区卫生服务中心,重庆市巴南区南彭街道南湖路41号,
重庆省,巴南区,巴南区,重庆市巴南区一品街道社区卫生服务中心,重庆市巴南区一品街道正街16号,
重庆省,巴南区,巴南区,重庆市巴南区万里医院,重庆市巴南区花溪街道苦竹坝31号,
重庆省,巴南区,巴南区,重庆市巴南区第二人民医院,重庆市巴南区花溪街道土桥社区,
重庆省,巴南区,巴南区,重庆市巴南区妇幼保健院,重庆市巴南区鱼洞街道化龙路140号,
重庆省,巴南区,巴南区,重庆市巴南区中医院,重庆市巴南区鱼洞街道鱼轻路,
重庆省,巴南区,巴南区,重庆市巴南区人民医院,重庆市巴南区鱼洞街道新农街2号,
重庆省,巴南区,巴南区,重庆市第七人民医院,重庆市巴南区李家沱街道马王坪正街,
重庆省,永川区,永川区,永川中心桥煤矿职工医院,永川区双石镇中心桥村中心桥煤矿职工医院,
重庆省,永川区,永川区,永川区英井路社区卫生站,永川区渝西大道中段969号,
重庆省,永川区,永川区,永川区计生集爱医院,重庆市永川区汇龙大道718号,
重庆省,永川区,永川区,永川区五间镇卫生院,永川区五间镇后街22号,
重庆省,永川区,永川区,永川区中医院,永川区迎宾路2号,
重庆省,永川区,永川区,永川区永荣镇卫生院,永川区永荣镇洋荷街55号,
重庆省,永川区,永川区,朱沱镇卫生院,永川区朱沱镇卫生院,
重庆省,永川区,永川区,永川区三教镇卫生院,永川区三教镇十八梯50号,
重庆省,永川区,永川区,仙龙镇卫生院,永川区仙龙镇卫生院,
重庆省,永川区,永川区,永川区中山路街道社区卫生服务中心,永川区渝西大道东段43号,
重庆省,永川区,永川区,永川区人民医院,永川肖家冲,
重庆省,永川区,永川区,永川区青峰镇卫生院,永川区青峰镇老街173号,
重庆省,永川区,永川区,永川区南大街社区卫生服务中心,永川区南大街1号,
重庆省,永川区,永川区,临江镇卫生院,永川区临江镇兴隆大道104,
重庆省,永川区,永川区,重庆市永川区来苏镇卫生院,重庆市永川区来苏镇人合街21号（公共卫生科）；重庆市永川区来苏镇王坪正街111号（王坪门诊）,
重庆省,永川区,永川区,永川区金龙镇卫生院,重庆市永川区金龙镇金龙新街183号,
重庆省,永川区,永川区,红河社区预防接种室,永川区人民医院红河分院一楼,
重庆省,永川区,永川区,永川区吉安镇卫生院,永川区吉安镇卫生院,
重庆省,永川区,永川区,永川区松溉镇卫生院,永川区松溉镇横街子14号,
重庆省,永川区,永川区,永川区卫星湖街道社区卫生服务中心,永川区卫星湖街道社区卫生服务中心,
重庆省,永川区,永川区,双石镇卫生院预防接种门诊,永川区双石镇滨河街26号,
重庆省,永川区,永川区,重庆市永川区胜利路街道社区卫生服务中心,重庆市永川区胜利路387号,
重庆省,永川区,永川区,永川区红炉镇卫生院,永川区红炉镇卫生院,
重庆省,永川区,永川区,何埂镇卫生院,永川区何埂镇老街88号,
重庆省,永川区,永川区,大安街道社区卫生服务中心,永川区大安街道社区卫生服务中心,
重庆省,永川区,永川区,陈食街道社区卫生服务中心,永川区陈食街道社区卫生服务中心,
重庆省,永川区,永川区,重庆市永川区茶山竹海街道社区卫生服务中心,重庆市永川区茶山竹海街道茶竹村犀牛塘村民小组,
重庆省,永川区,永川区,永川区妇幼保健院,永川区人民大道198号,
重庆省,永川区,永川区,宝峰镇卫生院,永川区宝峰朱沱镇卫生院,
重庆省,永川区,永川区,重庆市永川区板桥镇卫生院寿永分院接种门诊,重庆市永川区板桥镇太平路社区144号,
重庆省,永川区,永川区,重庆市永川区板桥镇卫生院接种门诊,重庆市永川区板桥镇幸福街8号,
重庆省,永川区,永川区,永川区南大街街道社区卫生服务中心,永川区南大街1号,
重庆省,永川区,永川区,重庆医科大学附属永川医院、萱花社区卫生服务中心（三级甲等）,重庆市永川区萱花路439号,
重庆省,永川区,永川区,永川中心桥煤矿职工医院,永川区双石镇中心桥村中心桥煤矿职工医院,
重庆省,永川区,永川区,重庆医科大学附属永川医院,永川区重庆医科大学附属永川医院,
重庆省,永川区,永川区,朱沱镇卫生院,永川区朱沱镇卫生院,
重庆省,永川区,永川区,永川区中医院,永川区迎宾路2号,
重庆省,永川区,永川区,永川区中山路街道社区卫生服务中心,永川区渝西大道东段43号,
重庆省,永川区,永川区,永川区永荣镇卫生院,永川区永荣镇洋荷街55号,
重庆省,永川区,永川区,仙龙镇卫生院,永川区仙龙镇卫生院,
重庆省,永川区,永川区,永川区五间镇卫生院,永川区五间镇后街22号,
重庆省,永川区,永川区,永川区松溉镇卫生院,永川区松溉镇横街子14号,
重庆省,永川区,永川区,永川区卫星湖街道社区卫生服务中心,永川区卫星湖街道社区卫生服务中心,
重庆省,永川区,永川区,双石镇卫生院预防接种门诊,双石镇滨河街26号,
重庆省,永川区,永川区,重庆市永川区胜利路街道社区卫生服务中心,重庆市永川区胜利路387号,
重庆省,永川区,永川区,永川区三教镇卫生院,永川区三教镇十八梯50号,
重庆省,永川区,永川区,红河社区卫生服务中心,永川区汇龙大道375号,
重庆省,永川区,永川区,永川区人民医院,永川肖家冲,
重庆省,永川区,永川区,红河社区预防接种室,永川区人民医院红河分院一楼,
重庆省,永川区,永川区,永川区青峰镇卫生院,永川区青峰镇老街173号,
重庆省,永川区,永川区,永川区南大街社区卫生服务中心,永川区南大街1号,
重庆省,永川区,永川区,临江镇卫生院,永川区临江镇兴隆大道104,
重庆省,永川区,永川区,重庆市永川区来苏镇卫生院,重庆市永川区来苏镇人合街21号（公共卫生科）,
重庆省,永川区,永川区,永川区金龙镇卫生院,重庆市永川区金龙镇金龙新街183号,
重庆省,永川区,永川区,永川区计生集爱医院,重庆市永川区汇龙大道718号,
重庆省,永川区,永川区,永川区吉安镇卫生院,永川区吉安镇卫生院,
重庆省,永川区,永川区,永川区红炉镇卫生院,永川区红炉镇红欣街,
重庆省,永川区,永川区,何埂镇卫生院,永川区何埂镇老街88号,
重庆省,永川区,永川区,大安街道社区卫生服务中心,永川区大安街道社区卫生服务中心,
重庆省,永川区,永川区,陈食街道社区卫生服务中心,永川区陈食街道社区卫生服务中心,
重庆省,永川区,永川区,重庆市永川区茶山竹海街道社区卫生服务中心,重庆市永川区茶山竹海街道茶竹村犀牛塘村民小组,
重庆省,永川区,永川区,永川区妇幼保健院,永川区人民大道198号,
重庆省,永川区,永川区,永川区英井路社区卫生站,永川区渝西大道中段969号,
重庆省,永川区,永川区,宝峰镇卫生院,永川区宝峰朱沱镇卫生院,
重庆省,永川区,永川区,重庆市永川区板桥镇卫生院,重庆市永川区板桥镇太平路社区144号,
重庆省,永川区,永川区,重庆市永川区板桥镇卫生院,重庆市永川区板桥镇幸福街8号,
重庆省,万州区,万州区,万州区龙都街道社区服务中心,万州区龙都科龙路7号,
重庆省,万州区,万州区,万州区牌楼街道社区卫生服务中心,万州区沙龙路二段1299号,
重庆省,万州区,万州区,万州区陈家坝街道社区卫生服务中心,万州江南新区陈五路C段,
重庆省,万州区,万州区,万州区五桥街道社区卫生服务中心,万州区五桥上海大道489号,
重庆省,万州区,万州区,万州区沙河街道社区卫生服务中心,万州区申明大道申明中路96号,
重庆省,万州区,万州区,万州区卫生干部进修学校附属医院,万州区龙宝大街558号,
重庆省,万州区,万州区,万州区中西医结合医院二级甲等,万州区北山大道95号,
重庆省,万州区,万州区,万州区中医院二级甲等,万州区王牌路1268号,
重庆省,万州区,万州区,万州区人民医院二级甲等,万州区国本路27号,
重庆省,万州区,万州区,重庆三峡中心医院三级甲等,万州区新城路165号,
重庆省,万州区,万州区,重庆三峡医药高等专科学校附属医院,万州区关门石38号,
重庆省,万州区,万州区,万州区妇幼保健院二级甲等,万州区太白路145号,
重庆省,万州区,万州区,万州区第五人民医院二级乙等,万州区百安坝上海大道106号,
重庆省,万州区,万州区,万州区钟鼓楼社区卫生服务中心,万州区都历路68号,
重庆省,万州区,万州区,万州区双河口街道社区卫生服务中心,万州区龙宝大街558号,
重庆省,万州区,万州区,万州区高笋塘社区卫生服务中心,万州区关门石38号,
重庆省,万州区,万州区,万州区百安坝移民社区卫生服务中心,万州区百安坝百安大道319号,
重庆省,万州区,万州区,万州区周家坝街道社区卫生服务中心,万州区天子路1002号,
重庆省,万州区,万州区,万州区白岩社区卫生服务中心,万州区白岩二支路18号,
重庆省,万州区,万州区,万州区第一人民医院(二级甲等),万州周家坝天城东路388号,
重庆省,潼南县,潼南县,梓潼街道社区卫生服务中心,潼南县梓潼街道办事处大同街428#,
